kernel_name,calls,total_ms,gpu_time_pct,avg_us
gluon_mxfp4_moe_stage1_kernel,92,61.453353,22.619325,667.971228
gluon_mxfp4_moe_stage2_1x2_kernel,92,46.716599,17.195123,507.789120
_packed_input_projections_kernel,92,27.064144,9.961583,294.175478
Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT256x208x64_MI16x16x1_SN_LDSB1_AFC0_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB4_GSU0_GSUAMB_GLS0_ISA950_IU1_K1_LDSTI0_LBSPPA512_LBSPPB128_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT4_13_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW4_SK3_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGRO0_VSn1_VWA4_VWB1_WSGRA0_WSGRB0_WS64_WG64_4_1,69,21.791729,8.020949,315.822159
_attn_res_rmsnorm_kernel,187,18.937434,6.970360,101.269701
_mfma_lds_largem_kernel,92,14.227968,5.236932,154.651826
Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT224x256x64_MI16x16x1_SN_LDSB1_AFC0_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA0_DTVB0_EPS0_FDSI0_GRPM1_GRVWA8_GRVWB8_GSU0_GSUAMB_GLS0_ISA950_IU1_K1_LDSTI0_LBSPPA128_LBSPPB1024_LBSPPM0_LPA16_LPB16_LPM0_LRVW8_LWPMn1_MIAV0_MIWT7_8_MO40_NTn1_NTA0_NTB0_NTC0_NTD0_NTM0_NEPBS0_NLCA1_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW1_SK3_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGRO0_VSn1_VWA1_VWB8_WSGRA0_WSGRB0_WS64_WG32_8_1,186,12.410374,4.567925,66.722441
gluon_mxfp4_moe_stage2_reduce_kernel,92,10.744906,3.954911,116.792457
_state_scan_fwd_kernel,69,10.391929,3.824989,150.607667
_gather_package_cdna4_scale_kernel,92,5.300501,1.950972,57.614141
_preprocess_intra_fwd_kernel,69,4.909006,1.806873,71.145014
_add3_kernel,92,3.298093,1.213939,35.848837
_mla_prefill_kernel,24,3.177160,1.169427,132.381667
