category,kernel_name,calls,total_ms,avg_us,stage_gpu_time_pct
dense GEMM,_wmma_tdm_dense_largem_kernel.kd,3300,583.983,176.964,26.9981
MoE,_matmul.kd,1104,370.341,335.453,17.1212
AttnRes,gluon_attn_res_fwd_gfx1250.kd,1309,276.792,211.453,12.7964
input projections,gluon_latent_input_largem_gfx1250.kd,552,222.983,403.955,10.3087
MLA attention,gluon_mla_prefill_gfx1250.kd,360,172.551,479.307,7.9772
KDA state scan,gluon_kda_paged_prefill_state_scan_gfx1250.kd,552,163.624,296.420,7.5645
KDA other,gluon_kda_paged_prefill_preprocess_gfx1250.kd,552,58.534,106.040,2.7061
MoE,_weighted_topk_reduce_gfx1250_kernel.kd,644,35.678,55.401,1.6494
MoE,_matmul_decode.kd,184,25.463,138.386,1.1772
MoE,_precomputed_topk_route_large_stage2_gfx1250_kernel.kd,644,22.802,35.407,1.0541
dense GEMM,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT32x16x32_MI16x16x1_SN_LDSB0_AFC1_AG0_AGGSUA0_AGNTAB0_AFEM1_AFEM1_ASEM1_BL1_BS1_CD1_1_CLR1_CLS0_CADS0_DTLA0_DTLB0_DTLM0_DTVA0_DTVB0_DTVMXSA0_DTVMXSB0_DTVSM0_DPLB0_EPS0_ELFLR0_EMLLn1_FDSI0_GRPM1_GRVWA1_GRVWB1_GSUAMB_GLS0_HPLR0_ISA1250_ICIW1_IU1_K1_LDSTI0_LBSPPA128_LBSPPB128_LBSPPMXSA0_LBSPPMXSB0_LBSPPM0_LPA16_LPB16_LPMXSA0_LPMXSB0_LPM0_LRVW8_LWPMn1_MIAV1_MIWT1_1_MXLIBL_MXSFNS_MO40_MGRIPM1_NTn1_NTA0_NTB0_NTC0_NTD0_NTE0_NTMXSA0_NTMXSB0_NTM0_NTWS0_NVn1_NVA0_NVB0_NVC0_NVD0_NVE0_NVMXSA0_NVMXSB0_NVM0_NVWS0_NEPBS0_NLCA1_NLCB1_ONLL1_PAP0_PGL0_PGR2_PLR0_PKA1_SGROB0_SIA3_SS0_SPO0_SRVW0_SSO0_SVW8_SK0_SKFTR0_SKFDPO0_SKWS0_SKXCCM0_SNLL0_SIP1_SGRO0_TDMI0_TDMIM0_TDMLWS0_TDMS0_TIN0_THn1_THA0_THB0_THC0_THD0_THE0_THMXSA0_THMXSB0_THM0_THWS0_TLDS1_TLDSM1_ULSGRO0_USL1_USLMX0_UDFMAC0_UIOFGRO0_UPLRP0_USFGROn1_USI0_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS32_WG32_2_1_WGMXCC1.kd,559,20.059,35.884,0.9274
KDA other,gluon_kda_paged_prefill_wu_vector_gfx1250.kd,552,17.682,32.033,0.8175
add3,_add3_kernel.kd,644,17.628,27.373,0.8150
MoE,gluon_sigmoid_bias_topk_gfx1250.kd,644,16.485,25.598,0.7621
elementwise,"void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int, bool)#1}) [clone .kd]",1203,15.322,12.736,0.7083
KDA other,_causal_conv1d_fwd_kernel.kd,483,14.914,30.878,0.6895
MoE,_precomputed_topk_route_large_stage4_gfx1250_kernel.kd,644,14.298,22.201,0.6610
MoE,_precomputed_topk_route_large_stage1_gfx1250_kernel.kd,644,10.424,16.187,0.4819
input projections,_packed_input_projections_kernel.kd,92,9.124,99.174,0.4218
other,gluon_kda_paged_prefill_gfx1250.kd,552,8.283,15.006,0.3830
KDA other,gluon_kda_paged_prefill_solve_merge_gfx1250.kd,552,7.514,13.612,0.3474
other,_mla_nope_quantize_fp8_kernel.kd,168,7.199,42.851,0.3328
other,_fp8_quantize_kernel.kd,812,6.790,8.362,0.3139
rmsnorm,_rmsnorm_kernel.kd,644,6.614,10.271,0.3058
input projections,gluon_latent_input_largem_situ_gfx1250.kd,552,5.588,10.123,0.2583
rmsnorm,_rmsnorm_gated_kernel.kd,483,5.553,11.497,0.2567
other,_fused_qkv_split_kernel.kd,483,5.282,10.936,0.2442
other,attn_merge_state_kernel.kd,192,4.974,25.905,0.2299
MoE,_sigmoid_mul_kernel.kd,168,4.826,28.725,0.2231
MLA attention,_mla_kv_pack_quantize_fp8_kernel.kd,192,4.004,20.853,0.1851
MoE,_precomputed_topk_route_large_stage3_gfx1250_kernel.kd,644,2.970,4.612,0.1373
elementwise,"void at::native::index_elementwise_kernel<128, 4, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}>(long, at::native::gpu_index_kernel<at::native::index_put_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1}>(at::TensorIteratorBase&, c10::ArrayRef<long>, c10::ArrayRef<long>, at::native::index_put_kernel_impl<at::native::OpaqueType<4> >(at::TensorIterator&, c10::ArrayRef<long>, c10::ArrayRef<long>)::{lambda(char*, char const*, long)#1} const&, bool)::{lambda(int)#1}) [clone .kd]",414,2.690,6.496,0.1243
