category,kernel_name,calls,total_ms,avg_us,stage_gpu_time_pct
MoE,_matmul_decode.kd,11776,83.046,7.052,13.6060
AttnRes,gluon_linear_attnres_partials_gfx1250.kd,5440,71.791,13.197,11.7621
dense GEMM,_rowcta_gemv_kernel.kd,12480,51.819,4.152,8.4898
AttnRes,_attnres_combine_kernel.kd,11840,44.962,3.797,7.3664
input projections,gluon_latent_input_decode_gfx1250.kd,5888,44.252,7.516,7.2501
dense GEMM,_rowcta_gemv_add3_kernel.kd,5888,38.437,6.528,6.2974
MLA attention,_mla_decode_fwd_kernel_num_query_heads_12_num_queries_per_kv_NONE_num_tokens_per_seq_1_TILE_SIZE_64_KV_LORA_RANK_512_QK_ROPE_HEAD_DIM_64_BLOCK_Q_1_BLOCK_M_16_NUM_HEAD_BLOCKS_1_NUM_KV_SPLITS_64_num_warps_2_num_stages_2.kd,1536,36.354,23.668,5.9562
MoE,_decode_sigmoid_bias_topk_kernel.kd,5888,28.734,4.880,4.7077
KDA other,gluon_kda_fused_paged_decode_vmajor_gfx1250.kd,4416,27.766,6.288,4.5491
MoE,_precomputed_topk_route_m1_canonical_gfx1250_kernel.kd,5888,23.212,3.942,3.8029
dense GEMM,Cijk_Alik_Bljk_BBS_BH_Bias_HA_S_SAV_UserArgs_MT32x16x32_MI16x16x1_SN_LDSB0_AFC1_AG0_AGGSUA0_AGNTAB0_AFEM1_AFEM1_ASEM1_BL1_BS1_CD1_1_CLR1_CLS0_CADS0_DTLA0_DTLB0_DTLM0_DTVA0_DTVB0_DTVMXSA0_DTVMXSB0_DTVSM0_DPLB0_EPS0_ELFLR0_EMLLn1_FDSI0_GRPM1_GRVWA1_GRVWB1_GSUAMB_GLS0_HPLR0_ISA1250_ICIW1_IU1_K1_LDSTI0_LBSPPA128_LBSPPB128_LBSPPMXSA0_LBSPPMXSB0_LBSPPM0_LPA16_LPB16_LPMXSA0_LPMXSB0_LPM0_LRVW8_LWPMn1_MIAV1_MIWT1_1_MXLIBL_MXSFNS_MO40_MGRIPM1_NTn1_NTA0_NTB0_NTC0_NTD0_NTE0_NTMXSA0_NTMXSB0_NTM0_NTWS0_NVn1_NVA0_NVB0_NVC0_NVD0_NVE0_NVMXSA0_NVMXSB0_NVM0_NVWS0_NEPBS0_NLCA1_NLCB1_ONLL1_PAP0_PGL0_PGR2_PLR0_PKA1_SGROB0_SIA3_SS0_SPO0_SRVW0_SSO0_SVW8_SK0_SKFTR0_SKFDPO0_SKWS0_SKXCCM0_SNLL0_SIP1_SGRO0_TDMI0_TDMIM0_TDMLWS0_TDMS0_TIN0_THn1_THA0_THB0_THC0_THD0_THE0_THMXSA0_THMXSB0_THM0_THWS0_TLDS1_TLDSM1_ULSGRO0_USL1_USLMX0_UDFMAC0_UIOFGRO0_UPLRP0_USFGROn1_USI0_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS32_WG32_2_1_WGMXCC1.kd,4480,21.008,4.689,3.4419
